Match_Date,Match_Day,Match_Time,Stadium,City,Home_Team,Away_Team,Stand_Type,Seat_Category,Match_Type,Weekend,Holiday,Opponent_Popularity,Weather,Rain_Probability,Demand_Level,Previous_Match_Attendance,Stadium_Capacity,Available_Seats,Booking_Time,Days_Before_Match,Base_Price,Predicted_Price
2023-08-29,Tuesday,3:30 PM,Narendra Modi Stadium,Ahmedabad,GT,LSG,South,Standard,League,No,No,Low,Cloudy,19,Medium,89862,132000,15568,3-7 days before,25,900,850
2023-09-15,Friday,3:30 PM,M Chinnaswamy Stadium,Bengaluru,RCB,KKR,VIP,Corporate,League,No,No,Medium,Cloudy,1,High,33300,35000,205,3-7 days before,4,5000,6750
2023-04-23,Sunday,3:30 PM,Sawai Mansingh Stadium,Jaipur,RR,PBKS,VIP,VIP,Eliminator,Yes,No,Low,Sunny,1,Medium,18158,30000,2485,0-1 hour before,17,3500,4500
2023-07-04,Tuesday,7:30 PM,Narendra Modi Stadium,Ahmedabad,GT,CSK,East,Standard,League,No,No,High,Sunny,2,High,69976,132000,22512,1-3 days before,1,900,1450
2023-09-05,Tuesday,7:30 PM,MA Chidambaram Stadium (Chepauk),Chennai,CSK,SRH,Premium,VIP,Eliminator,No,No,Medium,Partly Cloudy,12,Low,24551,50000,9061,1-6 hours before,20,3500,4500
2023-08-09,Wednesday,7:30 PM,Wankhede Stadium,Mumbai,MI,SRH,East,Standard,Qualifier,No,No,Medium,Partly Cloudy,14,High,25566,33108,1781,1-6 hours before,7,900,1400
2023-05-12,Friday,3:30 PM,MA Chidambaram Stadium (Chepauk),Chennai,CSK,GT,VIP,VIP,League,No,Yes,Medium,Sunny,19,Low,19972,50000,8892,0-1 hour before,7,3500,4300
2023-05-23,Tuesday,3:30 PM,Arun Jaitley Stadium,Delhi,DC,PBKS,West,Economy,League,No,No,Low,Sunny,26,Very High,39547,41820,572,7+ days before,26,500,550
2023-09-10,Sunday,3:30 PM,Narendra Modi Stadium,Ahmedabad,GT,RCB,North,Premium,League,Yes,No,High,Cloudy,23,Very High,128778,132000,642,1-3 days before,1,1800,4150
2023-06-14,Wednesday,7:30 PM,Arun Jaitley Stadium,Delhi,DC,RR,South,Premium,League,No,No,Medium,Cloudy,7,High,27198,41820,4352,1-3 days before,29,1800,1850
2023-08-14,Monday,3:30 PM,Arun Jaitley Stadium,Delhi,DC,LSG,North,Premium,League,No,No,Low,Sunny,14,High,22843,41820,5761,1-6 hours before,1,1800,2400
2023-04-12,Wednesday,3:30 PM,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,LSG,CSK,Corporate Box,Corporate,League,No,No,High,Partly Cloudy,10,Medium,38179,50000,1467,1-6 hours before,30,5000,5600
2023-09-19,Tuesday,3:30 PM,Punjab Cricket Association Stadium,Mohali,PBKS,SRH,North,Standard,Qualifier,No,No,Medium,Sunny,17,High,17630,26950,1638,1-3 days before,14,900,1200
2023-05-16,Tuesday,7:30 PM,Punjab Cricket Association Stadium,Mohali,PBKS,GT,West,Economy,Qualifier,No,No,Medium,Sunny,17,Very High,25534,26950,277,1-6 hours before,6,500,1000
2023-07-30,Sunday,7:30 PM,Arun Jaitley Stadium,Delhi,DC,SRH,Premium,VIP,League,Yes,No,Medium,Cloudy,11,Medium,28777,41820,2881,3-7 days before,20,3500,4200
2023-04-13,Thursday,3:30 PM,Sawai Mansingh Stadium,Jaipur,RR,CSK,VIP,VIP,Eliminator,No,No,High,Sunny,22,Medium,14624,30000,3222,0-1 hour before,19,3500,4850
2023-09-09,Saturday,7:30 PM,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,LSG,DC,VIP,Corporate,League,Yes,Yes,Low,Cloudy,8,High,32167,50000,4026,7+ days before,21,5000,6450
2023-04-18,Tuesday,3:30 PM,MA Chidambaram Stadium (Chepauk),Chennai,CSK,RCB,VIP,Corporate,Eliminator,No,No,High,Sunny,12,Low,24491,50000,5373,1-6 hours before,22,5000,7400
2023-04-17,Monday,7:30 PM,Wankhede Stadium,Mumbai,MI,CSK,VIP,Corporate,League,No,No,High,Sunny,5,Low,15273,33108,4917,6-24 hours before,18,5000,6700
2023-04-04,Tuesday,3:30 PM,Wankhede Stadium,Mumbai,MI,RR,VIP,Corporate,League,No,No,Medium,Partly Cloudy,21,Very High,32445,33108,163,0-1 hour before,5,5000,8650
2023-05-17,Wednesday,3:30 PM,Eden Gardens,Kolkata,KKR,CSK,VIP,VIP,League,No,No,High,Cloudy,18,High,45842,66000,7333,6-24 hours before,12,3500,5050
2023-07-31,Monday,7:30 PM,MA Chidambaram Stadium (Chepauk),Chennai,CSK,RCB,VIP,VIP,Eliminator,No,Yes,High,Sunny,24,High,39890,50000,3933,6-24 hours before,0,3500,9350
2023-05-22,Monday,7:30 PM,Punjab Cricket Association Stadium,Mohali,PBKS,DC,Premium,VIP,League,No,No,Low,Cloudy,12,Low,10905,26950,5283,7+ days before,2,3500,3600
2023-09-03,Sunday,3:30 PM,MA Chidambaram Stadium (Chepauk),Chennai,CSK,PBKS,South,Premium,League,Yes,No,Low,Sunny,9,Medium,35226,50000,1267,0-1 hour before,5,1800,2050
2023-08-03,Thursday,7:30 PM,Sawai Mansingh Stadium,Jaipur,RR,DC,North,Economy,League,No,Yes,Low,Cloudy,25,Medium,16622,30000,2035,1-3 days before,24,500,450
2023-08-18,Friday,3:30 PM,Sawai Mansingh Stadium,Jaipur,RR,SRH,West,Standard,League,No,No,Medium,Sunny,4,Low,10760,30000,3797,1-3 days before,25,900,800
2023-09-01,Friday,7:30 PM,Narendra Modi Stadium,Ahmedabad,GT,SRH,South,Standard,League,No,No,Medium,Sunny,30,Medium,97237,132000,6360,6-24 hours before,14,900,850
2023-06-09,Friday,7:30 PM,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,LSG,RCB,South,Standard,League,No,No,High,Partly Cloudy,30,Medium,34697,50000,4154,3-7 days before,25,900,950
2023-07-03,Monday,7:30 PM,Arun Jaitley Stadium,Delhi,DC,KKR,Corporate Box,Corporate,League,No,Yes,Medium,Cloudy,21,High,21472,41820,6196,7+ days before,6,5000,6750
2023-07-07,Friday,7:30 PM,Narendra Modi Stadium,Ahmedabad,GT,MI,North,Premium,League,No,Yes,High,Sunny,13,High,70881,132000,24248,1-3 days before,18,1800,2400
2023-08-11,Friday,3:30 PM,Sawai Mansingh Stadium,Jaipur,RR,LSG,Premium,Premium,Eliminator,No,No,Low,Cloudy,20,Very High,19968,30000,1373,7+ days before,11,1800,2750
2023-08-16,Wednesday,7:30 PM,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,LSG,CSK,South,Premium,League,No,No,High,Sunny,7,High,37969,50000,3045,3-7 days before,7,1800,2450
2023-09-14,Thursday,3:30 PM,Arun Jaitley Stadium,Delhi,DC,PBKS,South,Economy,League,No,No,Low,Sunny,30,Low,19146,41820,6927,6-24 hours before,9,500,500
2023-07-26,Wednesday,7:30 PM,M Chinnaswamy Stadium,Bengaluru,RCB,RR,Premium,VIP,League,No,No,Medium,Sunny,25,High,17895,35000,2909,0-1 hour before,21,3500,4100
2023-05-08,Monday,3:30 PM,M Chinnaswamy Stadium,Bengaluru,RCB,RR,Premium,VIP,League,No,No,Medium,Sunny,5,Medium,23202,35000,2223,7+ days before,19,3500,3600
2023-07-02,Sunday,3:30 PM,Punjab Cricket Association Stadium,Mohali,PBKS,LSG,North,Standard,Qualifier,Yes,No,Low,Rainy,13,High,24248,26950,642,6-24 hours before,10,900,1200
2023-09-12,Tuesday,7:30 PM,Wankhede Stadium,Mumbai,MI,GT,Premium,Premium,League,No,No,Medium,Sunny,3,Medium,24440,33108,2306,7+ days before,22,1800,1850
2023-09-13,Wednesday,3:30 PM,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,LSG,MI,North,Standard,League,No,No,High,Sunny,4,High,35455,50000,1429,1-3 days before,13,900,1200
2023-08-14,Monday,3:30 PM,Sawai Mansingh Stadium,Jaipur,RR,RCB,West,Standard,League,No,No,High,Sunny,1,Very High,29400,30000,131,1-6 hours before,26,900,1450
2023-09-08,Friday,7:30 PM,Sawai Mansingh Stadium,Jaipur,RR,DC,Premium,VIP,Qualifier,No,No,Low,Sunny,5,Low,7731,30000,7045,6-24 hours before,1,3500,5050
2023-05-07,Sunday,7:30 PM,Sawai Mansingh Stadium,Jaipur,RR,KKR,VIP,VIP,League,Yes,No,Medium,Sunny,17,High,20502,30000,3209,0-1 hour before,24,3500,4650
2023-07-11,Tuesday,3:30 PM,Sawai Mansingh Stadium,Jaipur,RR,SRH,North,Standard,Eliminator,No,No,Medium,Sunny,8,Medium,21800,30000,1669,0-1 hour before,24,900,1150
2023-08-28,Monday,7:30 PM,M Chinnaswamy Stadium,Bengaluru,RCB,LSG,West,Standard,Eliminator,No,No,Low,Rainy,77,Medium,17935,35000,4071,6-24 hours before,22,900,850
2023-08-03,Thursday,3:30 PM,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,LSG,KKR,VIP,VIP,Final,No,Yes,Medium,Partly Cloudy,4,High,28317,50000,2193,6-24 hours before,26,3500,6600
2023-04-30,Sunday,7:30 PM,Arun Jaitley Stadium,Delhi,DC,PBKS,Premium,VIP,League,Yes,No,Low,Rainy,16,Medium,29270,41820,3678,6-24 hours before,14,3500,3300
2023-04-17,Monday,7:30 PM,Eden Gardens,Kolkata,KKR,CSK,North,Premium,Qualifier,No,No,High,Sunny,30,Medium,31992,66000,4896,6-24 hours before,10,1800,2700
2023-06-20,Tuesday,3:30 PM,MA Chidambaram Stadium (Chepauk),Chennai,CSK,DC,VIP,VIP,League,No,Yes,Low,Partly Cloudy,14,Medium,39836,50000,2029,7+ days before,29,3500,3250
2023-06-03,Saturday,3:30 PM,Narendra Modi Stadium,Ahmedabad,GT,RCB,North,Premium,League,Yes,No,High,Partly Cloudy,5,Low,53644,132000,23827,1-6 hours before,13,1800,2550
2023-05-18,Thursday,7:30 PM,Wankhede Stadium,Mumbai,MI,CSK,Corporate Box,Corporate,League,No,Yes,High,Sunny,0,High,30080,33108,1198,1-3 days before,22,5000,7400
2023-07-01,Saturday,3:30 PM,Wankhede Stadium,Mumbai,MI,KKR,East,Economy,League,Yes,No,Medium,Partly Cloudy,4,Medium,24014,33108,3237,7+ days before,21,500,600
2023-08-28,Monday,3:30 PM,Sawai Mansingh Stadium,Jaipur,RR,CSK,West,Standard,Final,No,No,High,Cloudy,14,Very High,19560,30000,889,0-1 hour before,18,900,2100
2023-06-13,Tuesday,3:30 PM,Eden Gardens,Kolkata,KKR,PBKS,West,Economy,League,No,No,Low,Cloudy,19,Medium,51249,66000,875,7+ days before,28,500,450
2023-05-12,Friday,7:30 PM,Sawai Mansingh Stadium,Jaipur,RR,DC,West,Economy,League,No,No,Low,Sunny,15,High,16065,30000,5031,0-1 hour before,11,500,600
2023-08-17,Thursday,7:30 PM,MA Chidambaram Stadium (Chepauk),Chennai,CSK,PBKS,South,Standard,Final,No,No,Low,Rainy,7,High,25344,50000,3094,0-1 hour before,30,900,1350
2023-09-01,Friday,7:30 PM,Sawai Mansingh Stadium,Jaipur,RR,KKR,VIP,VIP,League,No,No,Medium,Cloudy,4,Medium,15718,30000,3269,1-6 hours before,25,3500,3200
2023-08-22,Tuesday,3:30 PM,Eden Gardens,Kolkata,KKR,PBKS,VIP,VIP,League,No,No,Low,Sunny,13,Low,26602,66000,2728,7+ days before,23,3500,3250
2023-03-28,Tuesday,3:30 PM,MA Chidambaram Stadium (Chepauk),Chennai,CSK,RCB,South,Standard,Final,No,No,High,Cloudy,25,High,31481,50000,3336,7+ days before,24,900,2200
2023-06-18,Sunday,7:30 PM,Wankhede Stadium,Mumbai,MI,CSK,North,Economy,Qualifier,Yes,No,High,Cloudy,2,Medium,20007,33108,909,3-7 days before,5,500,950
2023-08-18,Friday,3:30 PM,Narendra Modi Stadium,Ahmedabad,GT,MI,Corporate Box,Corporate,League,No,No,High,Partly Cloudy,7,Low,45011,132000,32366,1-6 hours before,29,5000,5800
2023-09-08,Friday,7:30 PM,Rajiv Gandhi International Stadium,Hyderabad,SRH,RR,South,Standard,Final,No,No,Medium,Sunny,26,Low,18876,55000,8153,0-1 hour before,5,900,1500
2023-07-05,Wednesday,3:30 PM,Sawai Mansingh Stadium,Jaipur,RR,CSK,South,Premium,League,No,No,High,Cloudy,0,Medium,15499,30000,4706,7+ days before,19,1800,1850
2023-05-14,Sunday,3:30 PM,Eden Gardens,Kolkata,KKR,DC,VIP,VIP,League,Yes,No,Low,Sunny,26,High,33316,66000,5466,7+ days before,12,3500,4900
2023-05-16,Tuesday,3:30 PM,Narendra Modi Stadium,Ahmedabad,GT,MI,West,Economy,Qualifier,No,No,High,Sunny,29,Medium,97442,132000,6723,6-24 hours before,14,500,750
2023-08-01,Tuesday,3:30 PM,Wankhede Stadium,Mumbai,MI,RCB,VIP,VIP,League,No,No,High,Sunny,21,Very High,24568,33108,1207,6-24 hours before,29,3500,5900
2023-07-18,Tuesday,7:30 PM,Eden Gardens,Kolkata,KKR,LSG,West,Standard,Qualifier,No,No,Low,Cloudy,4,Low,23917,66000,6729,0-1 hour before,17,900,1000
2023-06-11,Sunday,7:30 PM,M Chinnaswamy Stadium,Bengaluru,RCB,DC,East,Economy,League,Yes,No,Low,Cloudy,26,High,28057,35000,869,6-24 hours before,4,500,600
2023-07-04,Tuesday,3:30 PM,M Chinnaswamy Stadium,Bengaluru,RCB,LSG,North,Premium,League,No,No,Low,Sunny,14,High,27127,35000,654,0-1 hour before,25,1800,1950
2023-04-09,Sunday,3:30 PM,Wankhede Stadium,Mumbai,MI,CSK,Premium,VIP,Qualifier,Yes,Yes,High,Partly Cloudy,2,High,20838,33108,4103,0-1 hour before,2,3500,9200
2023-04-17,Monday,7:30 PM,Punjab Cricket Association Stadium,Mohali,PBKS,RCB,VIP,VIP,League,No,Yes,High,Cloudy,26,High,20160,26950,1249,1-3 days before,5,3500,5200
2023-06-04,Sunday,7:30 PM,MA Chidambaram Stadium (Chepauk),Chennai,CSK,GT,West,Economy,League,Yes,No,Medium,Sunny,28,High,26524,50000,3472,1-6 hours before,13,500,700
2023-09-02,Saturday,3:30 PM,Sawai Mansingh Stadium,Jaipur,RR,SRH,South,Premium,League,Yes,No,Medium,Sunny,29,High,19824,30000,1471,0-1 hour before,10,1800,2600
2023-04-08,Saturday,7:30 PM,Rajiv Gandhi International Stadium,Hyderabad,SRH,GT,Corporate Box,Corporate,Final,Yes,No,Medium,Sunny,21,Medium,33741,55000,6950,7+ days before,1,5000,12450
2023-06-23,Friday,3:30 PM,M Chinnaswamy Stadium,Bengaluru,RCB,PBKS,VIP,Corporate,Eliminator,No,No,Low,Cloudy,29,High,29810,35000,898,3-7 days before,18,5000,6100
2023-08-10,Thursday,7:30 PM,M Chinnaswamy Stadium,Bengaluru,RCB,DC,East,Economy,League,No,No,Low,Cloudy,0,High,17511,35000,6492,1-6 hours before,25,500,500
2023-04-09,Sunday,3:30 PM,MA Chidambaram Stadium (Chepauk),Chennai,CSK,LSG,East,Standard,Eliminator,Yes,Yes,Low,Partly Cloudy,30,Low,21306,50000,8084,3-7 days before,3,900,1500
2023-05-04,Thursday,7:30 PM,Eden Gardens,Kolkata,KKR,RCB,Premium,VIP,League,No,No,High,Partly Cloudy,22,Very High,63902,66000,366,7+ days before,18,3500,5950
2023-09-17,Sunday,7:30 PM,Arun Jaitley Stadium,Delhi,DC,KKR,South,Economy,Eliminator,Yes,Yes,Medium,Rainy,77,Low,16752,41820,9334,3-7 days before,7,500,750
2023-04-30,Sunday,7:30 PM,Wankhede Stadium,Mumbai,MI,DC,North,Standard,Final,Yes,No,Low,Sunny,28,Very High,32445,33108,188,7+ days before,28,900,2150
2023-05-17,Wednesday,3:30 PM,Rajiv Gandhi International Stadium,Hyderabad,SRH,GT,South,Premium,Qualifier,No,No,Medium,Cloudy,1,Medium,38116,55000,6570,1-3 days before,15,1800,2300
2023-06-29,Thursday,3:30 PM,Eden Gardens,Kolkata,KKR,RR,Corporate Box,Corporate,League,No,No,Medium,Sunny,27,Low,16831,66000,6952,0-1 hour before,2,5000,5800
2023-04-13,Thursday,3:30 PM,Arun Jaitley Stadium,Delhi,DC,RCB,VIP,Corporate,Qualifier,No,No,High,Sunny,20,Medium,31611,41820,1071,0-1 hour before,10,5000,7150
2023-09-19,Tuesday,7:30 PM,M Chinnaswamy Stadium,Bengaluru,RCB,PBKS,North,Premium,League,No,No,Low,Sunny,17,High,20187,35000,2611,1-3 days before,2,1800,2200
2023-05-15,Monday,3:30 PM,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,LSG,DC,North,Standard,Final,No,Yes,Low,Sunny,3,Medium,27949,50000,4877,7+ days before,8,900,1500
2023-05-11,Thursday,7:30 PM,Sawai Mansingh Stadium,Jaipur,RR,LSG,North,Premium,League,No,No,Low,Sunny,14,Medium,22044,30000,1968,1-6 hours before,24,1800,1650
2023-09-12,Tuesday,7:30 PM,Wankhede Stadium,Mumbai,MI,RCB,VIP,VIP,League,No,No,High,Rainy,71,Medium,20335,33108,4514,1-3 days before,18,3500,3900
2023-04-14,Friday,7:30 PM,Punjab Cricket Association Stadium,Mohali,PBKS,KKR,West,Economy,League,No,No,Medium,Rainy,27,Very High,18873,26950,1002,1-6 hours before,4,500,550
2023-05-15,Monday,3:30 PM,Wankhede Stadium,Mumbai,MI,PBKS,South,Premium,Final,No,No,Low,Partly Cloudy,2,Low,12882,33108,4919,6-24 hours before,16,1800,2550
2023-07-10,Monday,3:30 PM,Rajiv Gandhi International Stadium,Hyderabad,SRH,RR,East,Standard,Final,No,No,Medium,Cloudy,3,High,51355,55000,1304,1-3 days before,8,900,1750
2023-04-03,Monday,3:30 PM,Punjab Cricket Association Stadium,Mohali,PBKS,DC,South,Standard,League,No,No,Low,Partly Cloudy,10,High,14139,26950,2771,6-24 hours before,28,900,900
2023-06-12,Monday,7:30 PM,Eden Gardens,Kolkata,KKR,GT,West,Economy,League,No,No,Medium,Partly Cloudy,14,High,43588,66000,6837,3-7 days before,20,500,500
2023-07-07,Friday,7:30 PM,Punjab Cricket Association Stadium,Mohali,PBKS,SRH,North,Premium,League,No,No,Medium,Sunny,9,High,18910,26950,2598,3-7 days before,28,1800,2050
2023-05-15,Monday,3:30 PM,MA Chidambaram Stadium (Chepauk),Chennai,CSK,KKR,VIP,VIP,Final,No,No,Medium,Cloudy,8,Medium,29284,50000,3913,0-1 hour before,21,3500,5050
2023-08-24,Thursday,7:30 PM,Eden Gardens,Kolkata,KKR,DC,Premium,VIP,League,No,No,Low,Rainy,38,High,55732,66000,1537,1-3 days before,1,3500,3900
2023-05-20,Saturday,3:30 PM,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,LSG,SRH,Premium,Premium,League,Yes,No,Medium,Sunny,24,Very High,49000,50000,215,1-6 hours before,20,1800,2850
2023-05-28,Sunday,7:30 PM,Rajiv Gandhi International Stadium,Hyderabad,SRH,KKR,South,Premium,Eliminator,Yes,No,Medium,Partly Cloudy,14,Medium,32267,55000,6524,3-7 days before,12,1800,2850
2023-09-10,Sunday,7:30 PM,Rajiv Gandhi International Stadium,Hyderabad,SRH,RR,VIP,Corporate,League,Yes,No,Medium,Sunny,2,Medium,28082,55000,4409,6-24 hours before,8,5000,6350
2023-05-02,Tuesday,3:30 PM,Narendra Modi Stadium,Ahmedabad,GT,SRH,VIP,Corporate,Qualifier,No,No,Medium,Cloudy,23,Low,49413,132000,12673,1-3 days before,12,5000,6650
2023-06-20,Tuesday,3:30 PM,Rajiv Gandhi International Stadium,Hyderabad,SRH,KKR,Premium,VIP,League,No,No,Medium,Rainy,76,Medium,24147,55000,2924,6-24 hours before,23,3500,3050
2023-09-08,Friday,3:30 PM,MA Chidambaram Stadium (Chepauk),Chennai,CSK,LSG,North,Standard,League,No,No,Low,Partly Cloudy,11,Medium,25881,50000,8391,1-3 days before,1,900,1150
2023-07-23,Sunday,3:30 PM,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,LSG,MI,Premium,VIP,League,Yes,No,High,Partly Cloudy,4,Low,15003,50000,6761,3-7 days before,28,3500,4650
2023-06-13,Tuesday,3:30 PM,Punjab Cricket Association Stadium,Mohali,PBKS,RCB,Premium,VIP,League,No,No,High,Sunny,20,Low,9783,26950,2116,1-6 hours before,18,3500,3950
2023-04-27,Thursday,7:30 PM,Punjab Cricket Association Stadium,Mohali,PBKS,MI,Premium,VIP,Final,No,No,High,Sunny,1,High,23320,26950,1388,6-24 hours before,24,3500,7350
2023-09-14,Thursday,3:30 PM,M Chinnaswamy Stadium,Bengaluru,RCB,CSK,West,Standard,Qualifier,No,No,High,Sunny,4,Low,13154,35000,3432,0-1 hour before,26,900,1300
2023-08-05,Saturday,7:30 PM,Narendra Modi Stadium,Ahmedabad,GT,DC,North,Standard,Final,Yes,No,Low,Sunny,24,Medium,102858,132000,10822,1-3 days before,0,900,1900
2023-03-30,Thursday,3:30 PM,MA Chidambaram Stadium (Chepauk),Chennai,CSK,KKR,South,Economy,Eliminator,No,Yes,Medium,Sunny,17,High,39848,50000,678,0-1 hour before,20,500,800
2023-07-09,Sunday,7:30 PM,Rajiv Gandhi International Stadium,Hyderabad,SRH,MI,VIP,Corporate,League,Yes,No,High,Sunny,22,High,27755,55000,5375,0-1 hour before,21,5000,7150
2023-07-10,Monday,3:30 PM,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,LSG,RCB,Corporate Box,Corporate,League,No,No,High,Rainy,68,Medium,23994,50000,3693,3-7 days before,6,5000,5000
2023-05-05,Friday,3:30 PM,Arun Jaitley Stadium,Delhi,DC,KKR,South,Standard,League,No,No,Medium,Sunny,21,Low,11609,41820,7581,1-3 days before,4,900,1050
2023-04-19,Wednesday,7:30 PM,Sawai Mansingh Stadium,Jaipur,RR,MI,Premium,VIP,League,No,No,High,Sunny,26,Medium,12473,30000,2658,7+ days before,10,3500,4150
2023-04-05,Wednesday,3:30 PM,Wankhede Stadium,Mumbai,MI,RCB,North,Standard,League,No,No,High,Sunny,19,Medium,22951,33108,1832,6-24 hours before,5,900,1150
2023-06-02,Friday,7:30 PM,Arun Jaitley Stadium,Delhi,DC,PBKS,Premium,VIP,League,No,No,Low,Rainy,19,Low,18049,41820,9354,1-6 hours before,3,3500,3250
2023-08-17,Thursday,7:30 PM,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,LSG,DC,Premium,VIP,League,No,No,Low,Partly Cloudy,28,High,49000,50000,95,1-3 days before,3,3500,5400
2023-04-10,Monday,7:30 PM,Punjab Cricket Association Stadium,Mohali,PBKS,CSK,West,Economy,Final,No,No,High,Cloudy,10,High,22749,26950,1119,1-3 days before,21,500,1050
2023-09-10,Sunday,7:30 PM,Punjab Cricket Association Stadium,Mohali,PBKS,GT,Corporate Box,Corporate,League,Yes,Yes,Medium,Partly Cloudy,16,High,24953,26950,707,0-1 hour before,24,5000,7050
2023-06-04,Sunday,3:30 PM,M Chinnaswamy Stadium,Bengaluru,RCB,LSG,VIP,Corporate,League,Yes,No,Low,Sunny,14,Medium,22022,35000,1048,1-3 days before,14,5000,5000
2023-04-20,Thursday,7:30 PM,Punjab Cricket Association Stadium,Mohali,PBKS,CSK,Corporate Box,Corporate,Eliminator,No,No,High,Rainy,84,High,25469,26950,365,7+ days before,21,5000,7550
2023-04-07,Friday,3:30 PM,Eden Gardens,Kolkata,KKR,LSG,Premium,Premium,Qualifier,No,No,Low,Cloudy,22,High,56625,66000,842,7+ days before,7,1800,2400
2023-08-12,Saturday,7:30 PM,Eden Gardens,Kolkata,KKR,GT,West,Economy,League,Yes,No,Medium,Rainy,57,Low,26579,66000,4558,1-3 days before,6,500,500
2023-04-21,Friday,7:30 PM,M Chinnaswamy Stadium,Bengaluru,RCB,LSG,Corporate Box,Corporate,Qualifier,No,Yes,Low,Sunny,21,High,26323,35000,3360,0-1 hour before,16,5000,7400
2023-08-21,Monday,7:30 PM,Sawai Mansingh Stadium,Jaipur,RR,LSG,West,Standard,Qualifier,No,No,Low,Sunny,12,High,24092,30000,960,1-3 days before,13,900,1400
2023-07-04,Tuesday,7:30 PM,M Chinnaswamy Stadium,Bengaluru,RCB,GT,VIP,VIP,League,No,No,Medium,Cloudy,28,High,22730,35000,3625,6-24 hours before,22,3500,4050
2023-05-15,Monday,3:30 PM,Sawai Mansingh Stadium,Jaipur,RR,SRH,Premium,Premium,League,No,No,Medium,Cloudy,22,High,29374,30000,141,7+ days before,20,1800,2250
2023-08-15,Tuesday,7:30 PM,Wankhede Stadium,Mumbai,MI,LSG,Premium,VIP,Eliminator,No,No,Low,Sunny,0,High,16972,33108,1627,7+ days before,1,3500,5750
2023-09-15,Friday,7:30 PM,MA Chidambaram Stadium (Chepauk),Chennai,CSK,GT,North,Economy,League,No,Yes,Medium,Cloudy,11,High,27562,50000,7938,7+ days before,17,500,650
2023-05-24,Wednesday,7:30 PM,Sawai Mansingh Stadium,Jaipur,RR,LSG,South,Economy,League,No,No,Low,Partly Cloudy,21,Medium,18625,30000,620,6-24 hours before,6,500,500
2023-09-03,Sunday,7:30 PM,Punjab Cricket Association Stadium,Mohali,PBKS,SRH,Corporate Box,Corporate,Qualifier,Yes,No,Medium,Partly Cloudy,9,Medium,21381,26950,423,1-6 hours before,23,5000,8050
2023-07-12,Wednesday,7:30 PM,Arun Jaitley Stadium,Delhi,DC,CSK,West,Standard,League,No,No,High,Sunny,10,Medium,32410,41820,602,6-24 hours before,19,900,900
2023-07-28,Friday,7:30 PM,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,LSG,KKR,Premium,Premium,League,No,Yes,Medium,Sunny,2,High,28984,50000,5045,1-3 days before,2,1800,2650
2023-06-17,Saturday,7:30 PM,M Chinnaswamy Stadium,Bengaluru,RCB,LSG,VIP,Corporate,Final,Yes,No,Low,Rainy,6,Low,11777,35000,3114,7+ days before,19,5000,7500
2023-09-15,Friday,7:30 PM,M Chinnaswamy Stadium,Bengaluru,RCB,CSK,South,Economy,League,No,No,High,Cloudy,0,Very High,34300,35000,126,3-7 days before,14,500,950
2023-06-15,Thursday,3:30 PM,Narendra Modi Stadium,Ahmedabad,GT,SRH,East,Standard,League,No,No,Medium,Sunny,20,High,123086,132000,1769,0-1 hour before,6,900,1100
2023-09-16,Saturday,3:30 PM,Arun Jaitley Stadium,Delhi,DC,MI,North,Premium,League,Yes,Yes,High,Sunny,25,Medium,17906,41820,8072,6-24 hours before,13,1800,2700
2023-06-13,Tuesday,3:30 PM,Arun Jaitley Stadium,Delhi,DC,LSG,East,Economy,League,No,No,Low,Cloudy,24,High,21861,41820,6923,6-24 hours before,29,500,500
2023-08-27,Sunday,3:30 PM,Narendra Modi Stadium,Ahmedabad,GT,KKR,Premium,VIP,League,Yes,No,Medium,Cloudy,15,Medium,64408,132000,21045,3-7 days before,9,3500,4650
2023-09-14,Thursday,7:30 PM,MA Chidambaram Stadium (Chepauk),Chennai,CSK,GT,West,Economy,League,No,No,Medium,Sunny,19,Medium,30950,50000,1520,1-6 hours before,23,500,500
2023-07-08,Saturday,3:30 PM,Eden Gardens,Kolkata,KKR,SRH,North,Standard,League,Yes,No,Medium,Sunny,25,High,34794,66000,9762,3-7 days before,14,900,1200
